DATE,STATION_NUMBER,DISCHARGE
2008-06-11,05BB001,84.5
2008-06-12,05BB001,77.4000015258789
2008-06-13,05BB001,77.9000015258789
2008-06-14,05BB001,88.5999984741211
2008-06-15,05BB001,82.4000015258789
2008-06-16,05BB001,80.0999984741211
2008-06-17,05BB001,85.0
2008-06-18,05BB001,89.9000015258789
2008-06-19,05BB001,87.9000015258789
2008-06-20,05BB001,85.69999694824219
2008-06-21,05BB001,90.0
2008-06-22,05BB001,120.0
2008-06-23,05BB001,136.0
2008-06-24,05BB001,127.0
2008-06-25,05BB001,124.0
2008-06-26,05BB001,117.0
2008-06-27,05BB001,104.0
2008-06-28,05BB001,104.0
2008-06-29,05BB001,118.0
2008-06-30,05BB001,145.0
2008-07-01,05BB001,163.0
2008-07-02,05BB001,160.0
2008-07-03,05BB001,151.0
2008-07-04,05BB001,149.0
2008-07-05,05BB001,153.0
2008-07-06,05BB001,139.0
2008-07-07,05BB001,126.0
2008-07-08,05BB001,108.0
2008-07-09,05BB001,94.0999984741211
2008-07-10,05BB001,95.0
2008-07-11,05BB001,100.0
2008-07-12,05BB001,86.30000305175781
2008-07-13,05BB001,77.30000305175781
2008-07-14,05BB001,76.19999694824219
2008-07-15,05BB001,76.5
2008-07-16,05BB001,73.80000305175781
2008-07-17,05BB001,69.0
2008-07-18,05BB001,68.30000305175781
2008-07-19,05BB001,66.5
2008-07-20,05BB001,63.29999923706055
2008-07-21,05BB001,63.79999923706055
2008-07-22,05BB001,68.9000015258789
2008-07-23,05BB001,77.0999984741211
2008-07-24,05BB001,84.69999694824219
2008-07-25,05BB001,76.80000305175781
2008-07-26,05BB001,71.0999984741211
2008-07-27,05BB001,72.69999694824219
2008-07-28,05BB001,74.5999984741211
2008-07-29,05BB001,69.5
2008-07-30,05BB001,66.0999984741211
2008-07-31,05BB001,62.09999847412109
2008-08-01,05BB001,57.09999847412109
2008-08-02,05BB001,57.79999923706055
2008-08-03,05BB001,52.20000076293945
2008-08-04,05BB001,48.59999847412109
2008-08-05,05BB001,46.29999923706055
2008-08-06,05BB001,45.59999847412109
2008-08-07,05BB001,46.400001525878906
2008-08-08,05BB001,48.79999923706055
2008-08-09,05BB001,54.29999923706055
2008-08-10,05BB001,67.69999694824219
2008-08-11,05BB001,62.59999847412109
2008-08-12,05BB001,53.900001525878906
2008-08-13,05BB001,49.09999847412109
2008-08-14,05BB001,46.5
2008-08-15,05BB001,46.79999923706055
2008-08-16,05BB001,49.900001525878906
2008-08-17,05BB001,52.79999923706055
2008-08-18,05BB001,56.20000076293945
2008-08-19,05BB001,59.20000076293945
2008-08-20,05BB001,64.0
2008-08-21,05BB001,60.70000076293945
2008-08-22,05BB001,62.29999923706055
2008-08-23,05BB001,54.29999923706055
2008-08-24,05BB001,49.0
2008-08-25,05BB001,48.09999847412109
2008-08-26,05BB001,50.0
2008-08-27,05BB001,45.09999847412109
2008-08-28,05BB001,41.29999923706055
2008-08-29,05BB001,40.20000076293945
2008-08-30,05BB001,58.59999847412109
2008-08-31,05BB001,57.900001525878906
2008-09-01,05BB001,51.29999923706055
2008-09-02,05BB001,45.70000076293945
2008-09-03,05BB001,41.79999923706055
2008-09-04,05BB001,39.29999923706055
2008-09-05,05BB001,36.900001525878906
2008-09-06,05BB001,35.900001525878906
2008-09-07,05BB001,34.599998474121094
2008-09-08,05BB001,33.5
2008-09-09,05BB001,32.599998474121094
2008-09-10,05BB001,34.0
2008-09-11,05BB001,32.29999923706055
2008-09-12,05BB001,31.799999237060547
2008-09-13,05BB001,35.099998474121094
2008-09-14,05BB001,34.0
2008-09-15,05BB001,32.5
2008-09-16,05BB001,31.5
2008-09-17,05BB001,30.799999237060547
2008-09-18,05BB001,30.299999237060547
2008-09-19,05BB001,29.899999618530277
2008-09-20,05BB001,29.700000762939453
2008-09-21,05BB001,30.0
2008-09-22,05BB001,35.20000076293945
2008-09-23,05BB001,35.099998474121094
2008-09-24,05BB001,32.900001525878906
2008-09-25,05BB001,31.5
2008-09-26,05BB001,31.100000381469727
2008-09-27,05BB001,30.0
2008-09-28,05BB001,28.899999618530277
2008-09-29,05BB001,27.899999618530277
2008-09-30,05BB001,27.100000381469727
2008-10-01,05BB001,26.5
2008-10-02,05BB001,26.100000381469727
2008-10-03,05BB001,26.299999237060547
2008-10-04,05BB001,27.299999237060547
2008-10-05,05BB001,27.799999237060547
2008-10-06,05BB001,28.399999618530277
2008-10-07,05BB001,27.899999618530277
2008-10-08,05BB001,27.700000762939453
2008-10-09,05BB001,26.0
2008-10-10,05BB001,24.899999618530277
2008-10-11,05BB001,23.799999237060547
2008-10-12,05BB001,22.799999237060547
2008-10-13,05BB001,23.100000381469727
2008-10-14,05BB001,23.399999618530277
2008-10-15,05BB001,22.299999237060547
2008-10-16,05BB001,21.899999618530277
2008-10-17,05BB001,21.799999237060547
2008-10-18,05BB001,24.700000762939453
2008-10-19,05BB001,24.0
2008-10-20,05BB001,22.600000381469727
2008-10-21,05BB001,22.200000762939453
2008-10-22,05BB001,21.0
2008-10-23,05BB001,21.100000381469727
2008-10-24,05BB001,20.200000762939453
2008-10-25,05BB001,20.100000381469727
2008-10-26,05BB001,18.100000381469727
2008-10-27,05BB001,17.700000762939453
2008-10-28,05BB001,18.0
2008-10-29,05BB001,18.299999237060547
2008-10-30,05BB001,18.100000381469727
2008-10-31,05BB001,17.700000762939453
2008-11-01,05BB001,17.700000762939453
2008-11-02,05BB001,17.799999237060547
2008-11-03,05BB001,17.600000381469727
2008-11-04,05BB001,17.399999618530273
2008-11-05,05BB001,17.200000762939453
2008-11-06,05BB001,17.0
2008-11-07,05BB001,16.899999618530273
2008-11-08,05BB001,17.0
2008-11-09,05BB001,16.899999618530273
2008-11-10,05BB001,16.5
2008-11-11,05BB001,16.299999237060547
2008-11-12,05BB001,16.299999237060547
2008-11-13,05BB001,16.0
2008-11-14,05BB001,15.5
2008-11-15,05BB001,15.0
2008-11-16,05BB001,16.0
2008-11-17,05BB001,16.100000381469727
2008-11-18,05BB001,16.0
2008-11-19,05BB001,15.0
2008-11-20,05BB001,11.5
2008-11-21,05BB001,12.899999618530272
2008-11-22,05BB001,13.0
2008-11-23,05BB001,12.5
2008-11-24,05BB001,11.300000190734863
2008-11-25,05BB001,11.399999618530272
2008-11-26,05BB001,11.199999809265137
2008-11-27,05BB001,10.800000190734863
2008-11-28,05BB001,10.100000381469728
2008-11-29,05BB001,11.899999618530272
2008-11-30,05BB001,13.0
2008-12-01,05BB001,13.5
2008-12-02,05BB001,13.5
2008-12-03,05BB001,11.600000381469728
2008-12-04,05BB001,8.899999618530273
2008-12-05,05BB001,9.84000015258789
2008-12-06,05BB001,12.199999809265137
2008-12-07,05BB001,13.199999809265137
2008-12-08,05BB001,13.199999809265137
2008-12-09,05BB001,12.899999618530272
2008-12-10,05BB001,13.199999809265137
2008-12-11,05BB001,13.199999809265137
2008-12-12,05BB001,12.800000190734863
2008-12-13,05BB001,11.899999618530272
2008-12-14,05BB001,9.289999961853027
2008-12-15,05BB001,9.0600004196167
2008-12-16,05BB001,9.5
2008-12-17,05BB001,11.600000381469728
2008-12-18,05BB001,11.300000190734863
2008-12-19,05BB001,11.0
2008-12-20,05BB001,10.300000190734863
2008-12-21,05BB001,10.300000190734863
2008-12-22,05BB001,10.800000190734863
2008-12-23,05BB001,11.199999809265137
2008-12-24,05BB001,11.899999618530272
2008-12-25,05BB001,11.800000190734863
2008-12-26,05BB001,11.5
2008-12-27,05BB001,11.300000190734863
2008-12-28,05BB001,11.5
2008-12-29,05BB001,11.600000381469728
2008-12-30,05BB001,11.300000190734863
2008-12-31,05BB001,11.5
2009-01-01,05BB001,11.699999809265137
2009-01-02,05BB001,11.399999618530272
2009-01-03,05BB001,10.399999618530272
2009-01-04,05BB001,10.699999809265137
2009-01-05,05BB001,11.0
2009-01-06,05BB001,11.100000381469728
2009-01-07,05BB001,11.100000381469728
2009-01-08,05BB001,11.100000381469728
2009-01-09,05BB001,10.800000190734863
2009-01-10,05BB001,10.699999809265137
2009-01-11,05BB001,10.600000381469728
2009-01-12,05BB001,10.399999618530272
2009-01-13,05BB001,10.199999809265137
2009-01-14,05BB001,9.899999618530272
2009-01-15,05BB001,9.630000114440918
2009-01-16,05BB001,9.300000190734863
2009-01-17,05BB001,9.170000076293944
2009-01-18,05BB001,9.18000030517578
2009-01-19,05BB001,9.100000381469728
2009-01-20,05BB001,9.140000343322754
2009-01-21,05BB001,9.0
2009-01-22,05BB001,8.819999694824219
2009-01-23,05BB001,8.699999809265137
2009-01-24,05BB001,8.5
2009-01-25,05BB001,8.199999809265137
2009-01-26,05BB001,8.0
2009-01-27,05BB001,8.5
2009-01-28,05BB001,9.199999809265137
2009-01-29,05BB001,9.619999885559082
2009-01-30,05BB001,9.90999984741211
2009-01-31,05BB001,9.75
2009-02-01,05BB001,9.630000114440918
2009-02-02,05BB001,9.520000457763672
2009-02-03,05BB001,9.510000228881836
2009-02-04,05BB001,9.43000030517578
2009-02-05,05BB001,9.199999809265137
2009-02-06,05BB001,8.880000114440918
2009-02-07,05BB001,8.649999618530273
2009-02-08,05BB001,8.4399995803833
2009-02-09,05BB001,8.300000190734863
2009-02-10,05BB001,8.09000015258789
2009-02-11,05BB001,7.900000095367432
2009-02-12,05BB001,7.75
2009-02-13,05BB001,7.710000038146973
2009-02-14,05BB001,7.739999771118164
2009-02-15,05BB001,8.0
2009-02-16,05BB001,8.399999618530273
2009-02-17,05BB001,8.869999885559082
2009-02-18,05BB001,8.800000190734863
2009-02-19,05BB001,8.789999961853027
2009-02-20,05BB001,8.6899995803833
2009-02-21,05BB001,8.529999732971191
2009-02-22,05BB001,8.550000190734863
2009-02-23,05BB001,8.630000114440918
2009-02-24,05BB001,8.430000305175781
2009-02-25,05BB001,8.199999809265137
2009-02-26,05BB001,8.100000381469727
2009-02-27,05BB001,8.220000267028809
2009-02-28,05BB001,8.600000381469727
2009-03-01,05BB001,9.100000381469728
2009-03-02,05BB001,9.100000381469728
2009-03-03,05BB001,8.899999618530273
2009-03-04,05BB001,8.680000305175781
2009-03-05,05BB001,8.420000076293945
2009-03-06,05BB001,8.130000114440918
2009-03-07,05BB001,7.900000095367432
2009-03-08,05BB001,7.800000190734863
2009-03-09,05BB001,7.699999809265137
2009-03-10,05BB001,7.650000095367432
2009-03-11,05BB001,7.769999980926514
2009-03-12,05BB001,8.5
2009-03-13,05BB001,9.25
2009-03-14,05BB001,9.100000381469728
2009-03-15,05BB001,8.899999618530273
2009-03-16,05BB001,8.65999984741211
2009-03-17,05BB001,8.390000343322754
2009-03-18,05BB001,8.1899995803833
2009-03-19,05BB001,8.239999771118164
2009-03-20,05BB001,8.220000267028809
2009-03-21,05BB001,8.220000267028809
2009-03-22,05BB001,8.15999984741211
2009-03-23,05BB001,8.0600004196167
2009-03-24,05BB001,7.849999904632568
2009-03-25,05BB001,7.75
2009-03-26,05BB001,7.409999847412109
2009-03-27,05BB001,7.599999904632568
2009-03-28,05BB001,7.670000076293945
2009-03-29,05BB001,7.619999885559082
2009-03-30,05BB001,7.650000095367432
2009-03-31,05BB001,7.5
2009-04-01,05BB001,7.519999980926514
2009-04-02,05BB001,7.389999866485596
2009-04-03,05BB001,7.539999961853027
2009-04-04,05BB001,7.559999942779541
2009-04-05,05BB001,7.53000020980835
2009-04-06,05BB001,7.739999771118164
2009-04-07,05BB001,8.029999732971191
2009-04-08,05BB001,8.300000190734863
2009-04-09,05BB001,8.600000381469727
2009-04-10,05BB001,8.930000305175781
2009-04-11,05BB001,8.90999984741211
2009-04-12,05BB001,8.949999809265137
2009-04-13,05BB001,8.869999885559082
2009-04-14,05BB001,8.710000038146973
2009-04-15,05BB001,8.510000228881836
2009-04-16,05BB001,8.399999618530273
2009-04-17,05BB001,8.59000015258789
2009-04-18,05BB001,8.720000267028809
2009-04-19,05BB001,8.720000267028809
2009-04-20,05BB001,8.770000457763672
2009-04-21,05BB001,9.390000343322754
2009-04-22,05BB001,10.0
2009-04-23,05BB001,9.899999618530272
2009-04-24,05BB001,9.770000457763672
2009-04-25,05BB001,9.56999969482422
2009-04-26,05BB001,9.479999542236328
2009-04-27,05BB001,9.09000015258789
2009-04-28,05BB001,8.800000190734863
2009-04-29,05BB001,8.579999923706055
2009-04-30,05BB001,8.59000015258789
2009-05-01,05BB001,8.609999656677246
2009-05-02,05BB001,8.739999771118164
2009-05-03,05BB001,9.609999656677246
2009-05-04,05BB001,10.399999618530272
2009-05-05,05BB001,11.0
2009-05-06,05BB001,11.399999618530272
2009-05-07,05BB001,11.5
2009-05-08,05BB001,11.699999809265137
2009-05-09,05BB001,12.199999809265137
2009-05-10,05BB001,12.800000190734863
2009-05-11,05BB001,14.300000190734863
2009-05-12,05BB001,15.600000381469728
2009-05-13,05BB001,15.699999809265137
2009-05-14,05BB001,14.800000190734863
2009-05-15,05BB001,14.5
2009-05-16,05BB001,14.300000190734863
2009-05-17,05BB001,15.600000381469728
2009-05-18,05BB001,23.399999618530277
2009-05-19,05BB001,26.200000762939453
2009-05-20,05BB001,26.700000762939453
2009-05-21,05BB001,24.100000381469727
2009-05-22,05BB001,22.600000381469727
2009-05-23,05BB001,24.0
2009-05-24,05BB001,28.899999618530277
2009-05-25,05BB001,35.79999923706055
2009-05-26,05BB001,41.09999847412109
2009-05-27,05BB001,45.09999847412109
2009-05-28,05BB001,45.900001525878906
2009-05-29,05BB001,52.400001525878906
2009-05-30,05BB001,81.5999984741211
2009-05-31,05BB001,98.1999969482422
2009-06-01,05BB001,92.6999969482422
2009-06-02,05BB001,82.69999694824219
2009-06-03,05BB001,83.0
2009-06-04,05BB001,93.6999969482422
2009-06-05,05BB001,108.0
2009-06-06,05BB001,109.0
2009-06-07,05BB001,89.9000015258789
2009-06-08,05BB001,74.0
2009-06-09,05BB001,63.09999847412109
2009-06-10,05BB001,56.70000076293945
2009-06-11,05BB001,56.0
2009-06-12,05BB001,67.69999694824219
2009-06-13,05BB001,84.4000015258789
2009-06-14,05BB001,107.0
2009-06-15,05BB001,129.0
2009-06-16,05BB001,142.0
2009-06-17,05BB001,143.0
2009-06-18,05BB001,135.0
2009-06-19,05BB001,126.0
2009-06-20,05BB001,115.0
2009-06-21,05BB001,116.0
2009-06-22,05BB001,114.0
2009-06-23,05BB001,107.0
2009-06-24,05BB001,95.5
2009-06-25,05BB001,91.1999969482422
2009-06-26,05BB001,91.0999984741211
2009-06-27,05BB001,81.0
2009-06-28,05BB001,75.30000305175781
2009-06-29,05BB001,75.5999984741211
2009-06-30,05BB001,72.5999984741211
2009-07-01,05BB001,67.5999984741211
2009-07-02,05BB001,63.20000076293945
2009-07-03,05BB001,61.0
2009-07-04,05BB001,60.900001525878906
2009-07-05,05BB001,63.400001525878906
2009-07-06,05BB001,71.0
2009-07-07,05BB001,95.6999969482422
2009-07-08,05BB001,87.5999984741211
2009-07-09,05BB001,81.9000015258789
2009-07-10,05BB001,77.5999984741211
2009-07-11,05BB001,75.4000015258789
2009-07-12,05BB001,74.5999984741211
2009-07-13,05BB001,77.0999984741211
2009-07-14,05BB001,86.0
2009-07-15,05BB001,94.6999969482422
2009-07-16,05BB001,86.4000015258789
2009-07-17,05BB001,81.5999984741211
2009-07-18,05BB001,78.9000015258789
2009-07-19,05BB001,80.80000305175781
2009-07-20,05BB001,75.69999694824219
2009-07-21,05BB001,69.5
2009-07-22,05BB001,65.80000305175781
2009-07-23,05BB001,65.5999984741211
2009-07-24,05BB001,66.0999984741211
2009-07-25,05BB001,68.0
2009-07-26,05BB001,70.0999984741211
2009-07-27,05BB001,72.0
2009-07-28,05BB001,75.5
2009-07-29,05BB001,73.5
2009-07-30,05BB001,67.69999694824219
2009-07-31,05BB001,68.0999984741211
2009-08-01,05BB001,66.0
2009-08-02,05BB001,68.9000015258789
2009-08-03,05BB001,68.5999984741211
2009-08-04,05BB001,69.9000015258789
2009-08-05,05BB001,65.69999694824219
2009-08-06,05BB001,63.5
2009-08-07,05BB001,60.0
2009-08-08,05BB001,56.20000076293945
2009-08-09,05BB001,54.59999847412109
2009-08-10,05BB001,53.29999923706055
2009-08-11,05BB001,58.5
2009-08-12,05BB001,64.30000305175781
2009-08-13,05BB001,57.79999923706055
2009-08-14,05BB001,65.4000015258789
2009-08-15,05BB001,64.0
2009-08-16,05BB001,56.900001525878906
2009-08-17,05BB001,53.0
2009-08-18,05BB001,51.400001525878906
2009-08-19,05BB001,51.400001525878906
2009-08-20,05BB001,51.59999847412109
2009-08-21,05BB001,53.09999847412109
2009-08-22,05BB001,57.400001525878906
2009-08-23,05BB001,54.09999847412109
2009-08-24,05BB001,49.09999847412109
2009-08-25,05BB001,45.29999923706055
2009-08-26,05BB001,43.29999923706055
2009-08-27,05BB001,41.59999847412109
2009-08-28,05BB001,40.20000076293945
2009-08-29,05BB001,39.59999847412109
2009-08-30,05BB001,40.20000076293945
2009-08-31,05BB001,40.79999923706055
2009-09-01,05BB001,41.5
2009-09-02,05BB001,43.0
2009-09-03,05BB001,44.29999923706055
2009-09-04,05BB001,45.29999923706055
2009-09-05,05BB001,40.0
2009-09-06,05BB001,38.09999847412109
2009-09-07,05BB001,38.400001525878906
2009-09-08,05BB001,35.900001525878906
2009-09-09,05BB001,32.900001525878906
2009-09-10,05BB001,31.700000762939453
2009-09-11,05BB001,30.399999618530277
2009-09-12,05BB001,29.0
2009-09-13,05BB001,28.200000762939453
2009-09-14,05BB001,28.399999618530277
2009-09-15,05BB001,29.100000381469727
2009-09-16,05BB001,30.200000762939453
2009-09-17,05BB001,32.400001525878906
2009-09-18,05BB001,35.400001525878906
2009-09-19,05BB001,33.099998474121094
2009-09-20,05BB001,32.29999923706055
2009-09-21,05BB001,30.5
2009-09-22,05BB001,28.399999618530277
2009-09-23,05BB001,28.600000381469727
2009-09-24,05BB001,29.600000381469727
2009-09-25,05BB001,30.399999618530277
2009-09-26,05BB001,29.5
2009-09-27,05BB001,28.100000381469727
2009-09-28,05BB001,26.5
2009-09-29,05BB001,25.100000381469727
2009-09-30,05BB001,23.799999237060547
2009-10-01,05BB001,22.700000762939453
2009-10-02,05BB001,21.799999237060547
2009-10-03,05BB001,21.899999618530277
2009-10-04,05BB001,21.200000762939453
2009-10-05,05BB001,20.299999237060547
2009-10-06,05BB001,19.799999237060547
2009-10-07,05BB001,19.600000381469727
2009-10-08,05BB001,18.899999618530277
2009-10-09,05BB001,17.5
2009-10-10,05BB001,15.600000381469728
2009-10-11,05BB001,14.699999809265137
2009-10-12,05BB001,13.899999618530272
2009-10-13,05BB001,13.399999618530272
2009-10-14,05BB001,13.100000381469728
2009-10-15,05BB001,12.899999618530272
2009-10-16,05BB001,14.300000190734863
2009-10-17,05BB001,17.200000762939453
2009-10-18,05BB001,20.5
2009-10-19,05BB001,21.100000381469727
2009-10-20,05BB001,19.399999618530277
2009-10-21,05BB001,18.399999618530277
2009-10-22,05BB001,17.700000762939453
2009-10-23,05BB001,17.200000762939453
2009-10-24,05BB001,17.0
2009-10-25,05BB001,16.399999618530273
2009-10-26,05BB001,16.200000762939453
2009-10-27,05BB001,16.200000762939453
2009-10-28,05BB001,15.699999809265137
2009-10-29,05BB001,15.0
2009-10-30,05BB001,15.100000381469728
2009-10-31,05BB001,15.5
2009-11-01,05BB001,15.5
2009-11-02,05BB001,14.399999618530272
2009-11-03,05BB001,14.0
2009-11-04,05BB001,13.600000381469728
2009-11-05,05BB001,14.300000190734863
2009-11-06,05BB001,15.0
2009-11-07,05BB001,14.600000381469728
2009-11-08,05BB001,14.199999809265137
2009-11-09,05BB001,13.699999809265137
2009-11-10,05BB001,12.600000381469728
2009-11-11,05BB001,11.899999618530272
2009-11-12,05BB001,10.800000190734863
2009-11-13,05BB001,10.5
2009-11-14,05BB001,10.699999809265137
2009-11-15,05BB001,11.199999809265137
2009-11-16,05BB001,11.800000190734863
2009-11-17,05BB001,12.0
2009-11-18,05BB001,11.699999809265137
2009-11-19,05BB001,11.399999618530272
2009-11-20,05BB001,11.5
2009-11-21,05BB001,11.600000381469728
2009-11-22,05BB001,11.0
2009-11-23,05BB001,10.800000190734863
2009-11-24,05BB001,10.699999809265137
2009-11-25,05BB001,10.199999809265137
2009-11-26,05BB001,9.600000381469728
2009-11-27,05BB001,9.0
2009-11-28,05BB001,8.380000114440918
2009-11-29,05BB001,9.119999885559082
2009-11-30,05BB001,9.979999542236328
2009-12-01,05BB001,8.479999542236328
2009-12-02,05BB001,6.800000190734863
2009-12-03,05BB001,6.75
2009-12-04,05BB001,6.900000095367432
2009-12-05,05BB001,7.210000038146973
2009-12-06,05BB001,6.630000114440918
2009-12-07,05BB001,6.300000190734863
2009-12-08,05BB001,6.659999847412109
2009-12-09,05BB001,6.960000038146973
2009-12-10,05BB001,7.599999904632568
2009-12-11,05BB001,7.400000095367432
2009-12-12,05BB001,7.199999809265137
2009-12-13,05BB001,7.0
2009-12-14,05BB001,7.5
2009-12-15,05BB001,8.119999885559082
2009-12-16,05BB001,8.720000267028809
2009-12-17,05BB001,9.199999809265137
2009-12-18,05BB001,9.5
2009-12-19,05BB001,9.779999732971191
2009-12-20,05BB001,9.43000030517578
2009-12-21,05BB001,9.079999923706056
2009-12-22,05BB001,8.680000305175781
2009-12-23,05BB001,8.300000190734863
2009-12-24,05BB001,7.889999866485596
2009-12-25,05BB001,8.420000076293945
2009-12-26,05BB001,8.6899995803833
2009-12-27,05BB001,8.890000343322754
